"OTU" "name" "all" "AF_A" "AF_B" "AM_A" "AM_B" "AQ_A" "AQ_B" "AX_A" "AX_B" "BB_A" "BB_B" "BF_A" "BF_B" "BI_A" "BI_B" "BM_A" "BM_B" "BU_A" "BU_B" "BX_A" "BX_B"
"910" 910 "BB_A_6784_3_649*" 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"911" 911 "BB_B_34020_3_309*" 2 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0
"912" 912 "BB_A_8953_3_846*" 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"913" 913 "BB_A_8330_3_133*" 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"914" 914 "BB_B_14300_3_140*" 7 0 0 0 0 0 0 0 0 5 2 0 0 0 0 0 0 0 0 0 0
"915" 915 "BB_A_11620_3_665*" 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"916" 916 "BB_B_28574_3_356*" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"917" 917 "BB_B_10878_3_522*" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"918" 918 "AX_A_23282_2_612*" 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"919" 919 "BU_A_56169_4_792*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"920" 920 "BB_A_10849_3_464*" 9 0 0 0 0 0 0 0 0 7 2 0 0 0 0 0 0 0 0 0 0
"921" 921 "BB_A_809_3_817*" 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"922" 922 "BB_A_19226_3_786*" 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"923" 923 "AX_A_13959_2_275*" 10 0 0 0 0 0 0 1 0 6 2 0 0 0 0 0 0 1 0 0 0
"924" 924 "BB_A_16292_3_561*" 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"925" 925 "BB_A_17069_3_995*" 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"926" 926 "BB_B_2143_3_838*" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"927" 927 "BB_A_7487_3_158*" 22 0 0 0 0 0 0 1 0 7 14 0 0 0 0 0 0 0 0 0 0
"928" 928 "BB_A_13793_3_117*" 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"929" 929 "BB_A_3294_3_456*" 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"930" 930 "BB_A_15504_3_240*" 2 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0
"931" 931 "BB_B_7073_3_85*" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"932" 932 "BB_A_2464_3_940*" 7 0 0 0 0 0 0 0 0 3 3 0 0 0 0 0 0 1 0 0 0
"933" 933 "BB_B_25426_3_805*" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"934" 934 "BB_B_6439_3_936*" 14 0 0 0 0 0 0 3 0 4 6 0 0 0 0 0 0 0 1 0 0
"935" 935 "BB_A_14812_3_385*" 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"936" 936 "AX_A_13647_2_268*" 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"937" 937 "AX_A_11010_2_431*" 2 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0
"938" 938 "BB_B_4118_3_767*" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"939" 939 "BB_B_10431_3_914*" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"940" 940 "BB_B_27557_3_854*" 10 0 0 0 0 0 0 0 0 4 5 0 0 0 0 0 0 0 1 0 0
"941" 941 "BB_B_25918_3_466*" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"942" 942 "BB_B_11506_3_882*" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"943" 943 "BB_A_19477_3_48*" 78 0 0 0 0 0 0 3 0 29 42 0 0 0 0 0 0 2 2 0 0
"944" 944 "BB_A_3875_3_131*" 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"945" 945 "BB_A_2434_3_1000*" 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"946" 946 "BB_B_32624_3_740*" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"947" 947 "BB_B_30761_3_698*" 13 0 0 0 0 0 0 1 0 3 7 1 0 0 0 0 0 0 1 0 0
"948" 948 "BB_B_10436_3_275*" 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
"949" 949 "BB_A_18939_3_952*" 20 0 0 0 0 0 0 4 0 6 10 0 0 0 0 0 0 0 0 0 0
"950" 950 "BB_A_17566_3_783*" 2 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0
"951" 951 "BB_B_15181_3_101*" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"952" 952 "BB_B_4565_3_488*" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"953" 953 "BF_A_26212_3_521*" 5 0 0 0 0 0 0 0 0 0 4 1 0 0 0 0 0 0 0 0 0
"954" 954 "BB_A_13625_3_689*" 21 0 0 0 0 0 0 1 0 10 10 0 0 0 0 0 0 0 0 0 0
"955" 955 "AX_A_18383_2_613*" 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"956" 956 "BB_B_33582_3_415*" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"957" 957 "BX_A_168176_3_293*" 5 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 1 1
"958" 958 "BB_A_1287_3_86*" 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"959" 959 "BB_A_1611_3_213*" 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"960" 960 "BB_B_21023_3_61*" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"961" 961 "BU_B_86748_4_753*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"962" 962 "BB_B_17682_3_157*" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"963" 963 "BB_B_8978_3_74*" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"964" 964 "AX_A_25253_2_774*" 3 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0
"965" 965 "BB_B_6062_3_350*" 3 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0
"966" 966 "BB_A_3924_3_943*" 14 0 0 0 0 0 0 0 0 6 6 0 0 0 0 0 0 1 1 0 0
"967" 967 "BB_B_1178_3_5*" 10 0 0 0 0 0 0 0 0 5 5 0 0 0 0 0 0 0 0 0 0
"968" 968 "BB_B_2428_3_33*" 7 0 0 0 0 0 0 4 0 2 1 0 0 0 0 0 0 0 0 0 0
"969" 969 "BB_B_29010_3_17*" 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
"970" 970 "BB_B_19778_3_958*" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"971" 971 "BB_A_20514_3_842*" 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"972" 972 "BB_A_7611_3_165*" 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
"973" 973 "BB_A_5446_3_247*" 20 0 0 0 0 0 0 4 0 9 6 0 0 0 0 0 0 1 0 0 0
"974" 974 "BI_A_10816_3_476*" 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"975" 975 "BB_A_3156_3_103*" 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"976" 976 "BB_A_1593_3_965*" 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"977" 977 "BF_B_8393_3_282*" 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"978" 978 "BB_B_16092_3_182*" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"979" 979 "BB_A_7506_3_504*" 3 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
"980" 980 "BF_A_6682_3_752*" 2 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
"981" 981 "BF_A_7871_3_268*" 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"982" 982 "BU_B_17388_4_152*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"983" 983 "BU_A_54211_4_838*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"984" 984 "BU_B_25781_4_713*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"985" 985 "BB_B_19935_3_333*" 4 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0
"986" 986 "BB_A_4139_3_544*" 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"987" 987 "BB_A_9558_3_588*" 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"988" 988 "BB_A_15094_3_805*" 9 0 0 0 0 0 0 0 0 4 4 0 0 0 0 0 0 0 1 0 0
"989" 989 "BB_A_6464_3_868*" 3 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0
"990" 990 "BB_B_9886_3_614*" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"991" 991 "BF_A_26576_3_415*" 2 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0
"992" 992 "BX_B_202931_3_928*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"993" 993 "BB_B_26133_3_300*" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"994" 994 "BF_B_10027_3_384*" 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"995" 995 "BB_A_4224_3_664*" 2 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0
"996" 996 "BF_A_15117_3_365*" 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"997" 997 "BB_B_25444_3_339*" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"998" 998 "BB_B_31729_3_546*" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"999" 999 "BB_B_21532_3_714*" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"1000" 1000 "BF_B_13336_3_775*" 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"1001" 1001 "BB_B_23398_3_170*" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"1002" 1002 "BF_B_24770_3_592*" 3 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0
"1003" 1003 "BB_B_12177_3_723*" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"1004" 1004 "BB_A_5889_3_95*" 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"1005" 1005 "BB_B_32308_3_154*" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"1006" 1006 "BU_B_88505_4_640*" 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
"1007" 1007 "BB_A_19791_3_987*" 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"1008" 1008 "BB_A_12480_3_61*" 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"1009" 1009 "BF_A_10194_3_105*" 4 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 1 0 0 0
"1010" 1010 "BU_A_53637_4_86*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"1011" 1011 "BU_A_58449_4_174*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"1012" 1012 "BU_B_93426_4_894*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"1013" 1013 "BU_B_86337_4_114*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"1014" 1014 "BF_A_27182_3_203*" 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"1015" 1015 "BU_B_85513_4_686*" 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0
"1016" 1016 "BU_B_74899_4_178*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"1017" 1017 "BU_B_24877_4_533*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"1018" 1018 "BX_B_208504_3_310*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"1019" 1019 "AM_B_19832_4_519*" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1020" 1020 "BU_A_1444_4_721*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"1021" 1021 "BU_B_19585_4_46*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"1022" 1022 "BU_B_5536_4_968*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"1023" 1023 "BU_B_15487_4_205*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"1024" 1024 "BB_A_1995_3_520*" 2 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0
"1025" 1025 "BX_B_23117_3_633*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"1026" 1026 "BI_B_23290_3_302*" 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0
"1027" 1027 "BU_B_164824_4_863*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"1028" 1028 "BX_A_17828_3_852*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"1029" 1029 "BU_B_171242_4_605*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"1030" 1030 "BB_B_24671_3_265*" 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0
"1031" 1031 "BF_A_20107_3_226*" 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1
"1032" 1032 "BX_B_188216_3_992*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"1033" 1033 "BB_A_824_3_72*" 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
"1034" 1034 "BB_A_1978_3_926*" 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"1035" 1035 "BB_A_9784_3_708*" 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"1036" 1036 "BF_B_19002_3_823*" 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"1037" 1037 "BF_B_16823_3_8*" 2 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
"1038" 1038 "BF_B_25793_3_620*" 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"1039" 1039 "AX_A_3241_2_76*" 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"1040" 1040 "BU_B_145319_4_433*" 6 0 0 0 0 0 0 0 0 0 0 1 3 0 0 0 0 0 1 0 1
"1041" 1041 "BB_B_23703_3_876*" 2 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0
"1042" 1042 "BF_A_15508_3_206*" 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"1043" 1043 "BF_B_472_3_976*" 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"1044" 1044 "BF_B_17568_3_435*" 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"1045" 1045 "BF_B_23816_3_331*" 5 0 0 0 0 0 0 1 0 0 0 1 3 0 0 0 0 0 0 0 0
"1046" 1046 "BF_A_2362_3_626*" 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"1047" 1047 "BU_B_13097_4_830*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"1048" 1048 "AX_A_10579_2_717*" 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"1049" 1049 "BB_A_4531_3_791*" 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"1050" 1050 "BB_B_13256_3_345*" 4 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 1 0 0
"1051" 1051 "BB_A_12891_3_315*" 2 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0
"1052" 1052 "BB_B_11677_3_716*" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"1053" 1053 "BB_B_23850_3_11*" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"1054" 1054 "BB_B_24882_3_904*" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"1055" 1055 "BU_B_14627_4_371*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"1056" 1056 "BB_B_17828_3_277*" 5 0 0 0 0 0 0 1 0 0 2 1 0 0 0 0 0 0 1 0 0
"1057" 1057 "BB_B_18104_3_630*" 5 0 0 0 0 0 0 0 0 1 3 0 0 0 0 0 0 1 0 0 0
"1058" 1058 "BB_B_19102_3_365*" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"1059" 1059 "BB_B_15737_3_634*" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"1060" 1060 "AM_A_24390_4_771*" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1061" 1061 "BF_B_18636_3_170*" 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"1062" 1062 "BU_B_178156_4_287*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"1063" 1063 "BF_A_14226_3_284*" 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"1064" 1064 "BB_A_1629_3_852*" 2 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0
"1065" 1065 "BF_B_22655_3_236*" 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"1066" 1066 "AX_B_21058_2_864*" 3 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"1067" 1067 "AM_A_22581_4_828*" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1068" 1068 "BB_B_11681_3_137*" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"1069" 1069 "BB_B_7218_3_491*" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"1070" 1070 "BB_B_12978_3_52*" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"1071" 1071 "BF_B_3999_3_382*" 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"1072" 1072 "BB_B_22335_3_901*" 6 0 0 0 0 0 0 1 1 1 3 0 0 0 0 0 0 0 0 0 0
"1073" 1073 "BB_A_13865_3_463*" 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0
"1074" 1074 "BF_B_4001_3_562*" 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"1075" 1075 "BB_B_20739_3_114*" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"1076" 1076 "BF_B_424_3_224*" 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0
"1077" 1077 "BU_B_157261_4_828*" 5 0 0 0 0 0 0 0 0 2 0 0 2 0 0 0 0 0 1 0 0
"1078" 1078 "BF_A_12656_3_581*" 3 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0
"1079" 1079 "BF_B_24235_3_631*" 6 0 0 0 0 0 0 0 0 0 1 0 3 0 0 0 0 0 2 0 0
"1080" 1080 "BU_A_58643_4_866*" 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0
"1081" 1081 "BU_A_64085_4_329*" 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
"1082" 1082 "BU_A_60530_4_767*" 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
"1083" 1083 "BU_B_109046_4_385*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"1084" 1084 "BF_A_20032_3_166*" 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"1085" 1085 "BU_B_98719_4_223*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"1086" 1086 "BB_B_18505_3_757*" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"1087" 1087 "BU_B_1128_4_195*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"1088" 1088 "BX_A_166885_3_173*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"1089" 1089 "BF_A_4391_3_456*" 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"1090" 1090 "BF_B_19696_3_558*" 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"1091" 1091 "BU_B_105407_4_890*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"1092" 1092 "BB_A_8024_3_6*" 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"1093" 1093 "BB_B_9175_3_247*" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"1094" 1094 "BU_B_2115_4_781*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"1095" 1095 "BI_B_5877_3_1000*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"1096" 1096 "BB_A_9145_3_454*" 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"1097" 1097 "BF_B_10130_3_564*" 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"1098" 1098 "BB_A_2026_3_347*" 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"1099" 1099 "BF_A_7640_3_261*" 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"1100" 1100 "BU_B_15083_4_431*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"1101" 1101 "BX_A_3729_3_743*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"1102" 1102 "BB_A_7221_3_204*" 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"1103" 1103 "BI_B_1023_3_397*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"1104" 1104 "BX_A_169190_3_526*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"1105" 1105 "BF_A_24655_3_705*" 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"1106" 1106 "BF_A_16862_3_474*" 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"1107" 1107 "BU_A_4833_4_802*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"1108" 1108 "BF_A_13062_3_595*" 2 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
"1109" 1109 "BF_A_23357_3_144*" 2 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
"1110" 1110 "BI_A_13487_3_80*" 2 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0
"1111" 1111 "BX_A_9449_3_764*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"1112" 1112 "BU_A_53900_4_492*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"1113" 1113 "BB_A_14547_3_378*" 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"1114" 1114 "BF_A_7851_3_95*" 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"1115" 1115 "BU_B_8101_4_689*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"1116" 1116 "BI_A_3795_3_15*" 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"1117" 1117 "BI_A_18225_3_718*" 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"1118" 1118 "BI_A_8688_3_999*" 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"1119" 1119 "BI_A_8676_3_713*" 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"1120" 1120 "BX_A_32610_3_382*" 4 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 1 0
"1121" 1121 "BI_A_4441_3_149*" 2 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0
"1122" 1122 "BB_A_17154_3_190*" 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"1123" 1123 "BI_A_17439_3_930*" 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0
"1124" 1124 "BU_A_113749_4_771*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"1125" 1125 "BI_A_27229_3_303*" 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
